ID,Strand,Circtype,miRNA Binding count,Average free energy,length,GC_content,A_ratio,T_ratio,G_ratio,C_ratio,has_N,Tissue
sample_0257,0,type_0,32,-19.538,2052,0.385,0.3772,0.2378,0.1988,0.1862,FALSE,label_0
sample_0258,0,type_0,3,-18.663,155,0.4581,0.2258,0.3161,0.2839,0.1742,FALSE,label_2
sample_0259,0,type_0,1,-16.8,250,0.425,0.29,0.285,0.21,0.215,TRUE,label_5
sample_0260,1,type_3,5,-20.128,190,0.5105,0.2526,0.2368,0.2789,0.2316,FALSE,label_2
sample_0261,1,type_0,28,-18.747,922,0.4056,0.346,0.2484,0.1399,0.2657,FALSE,label_0
sample_0262,0,type_3,43,-21.261,759,0.4954,0.2701,0.2345,0.2464,0.249,FALSE,label_1
sample_0263,0,type_3,11,-20.035,552,0.4891,0.25,0.2609,0.2554,0.2337,FALSE,label_2
sample_0264,0,type_0,19,-21.049,271,0.417,0.2694,0.3137,0.1107,0.3063,FALSE,label_6
sample_0265,0,type_0,14,-17.289,259,0.529,0.2085,0.2625,0.2124,0.3166,FALSE,label_0
sample_0266,1,type_0,1,-16.32,49,0.4286,0.3469,0.2245,0.1224,0.3061,FALSE,label_1
sample_0267,1,type_0,1,-17.14,80,0.2375,0.55,0.2125,0.0625,0.175,FALSE,label_3
sample_0268,1,type_0,1,-19.38,48,0.7292,0.2083,0.0625,0.3958,0.3333,FALSE,label_0
sample_0269,1,type_1,3,-21.27,49,0.4694,0.2857,0.2449,0.1633,0.3061,FALSE,label_1
sample_0270,0,type_3,3,-17.723,227,0.467,0.2907,0.2423,0.2335,0.2335,FALSE,label_4
sample_0271,1,type_0,8,-19.378,199,0.5779,0.1658,0.2563,0.191,0.3869,FALSE,label_3
sample_0272,0,type_0,3,-19.797,250,0.565,0.215,0.22,0.32,0.245,TRUE,label_5
sample_0273,1,type_0,11,-19.168,189,0.4815,0.2381,0.2804,0.328,0.1534,FALSE,label_1
sample_0274,0,type_3,2,-18.073,169,0.4615,0.3905,0.1479,0.3491,0.1124,FALSE,label_0
sample_0275,1,type_3,12,-21.112,384,0.4453,0.2734,0.2812,0.1615,0.2839,FALSE,label_1
sample_0276,1,type_0,50,-19.129,1138,0.4376,0.2566,0.3058,0.2144,0.2232,FALSE,label_1
sample_0277,0,type_3,22,-17.758,914,0.3698,0.2691,0.3611,0.1893,0.1805,FALSE,label_1
sample_0278,0,type_0,1,-21.84,226,0.5088,0.2522,0.2389,0.2876,0.2212,FALSE,label_4
sample_0279,0,type_4,1,-17.74,250,0.595,0.235,0.17,0.27,0.325,TRUE,label_2
sample_0280,1,type_0,2,-19.19,203,0.4384,0.1872,0.3744,0.2266,0.2118,FALSE,label_3
sample_0281,0,type_1,5,-23.68,116,0.5,0.2414,0.2586,0.4569,0.0431,FALSE,label_0
sample_0282,0,type_3,4,-21.717,109,0.6147,0.2661,0.1193,0.2752,0.3394,FALSE,label_3
sample_0283,0,type_0,2,-24.13,250,0.545,0.26,0.195,0.245,0.3,TRUE,label_3
sample_0284,0,type_0,12,-20.258,374,0.4706,0.2487,0.2807,0.1845,0.2861,FALSE,label_0
sample_0285,0,type_3,7,-20.194,110,0.5182,0.2455,0.2364,0.3,0.2182,FALSE,label_2
sample_0286,0,type_0,13,-19.975,419,0.4272,0.2578,0.315,0.1909,0.2363,FALSE,label_3
sample_0287,1,type_3,39,-20.306,1156,0.5164,0.2734,0.2102,0.2647,0.2517,FALSE,label_1
sample_0288,1,type_3,20,-19.727,774,0.5362,0.2403,0.2235,0.2778,0.2584,FALSE,label_1
sample_0289,1,type_3,26,-19.564,501,0.5649,0.2255,0.2096,0.2894,0.2754,FALSE,label_1
sample_0290,1,type_0,4,-18.462,197,0.4315,0.2741,0.2944,0.2487,0.1827,FALSE,label_0
sample_0291,1,type_0,3,-19.947,255,0.3804,0.302,0.3176,0.1451,0.2353,FALSE,label_0
sample_0292,0,type_0,4,-23.223,250,0.5,0.25,0.25,0.225,0.275,TRUE,label_0
sample_0293,0,type_0,3,-18.14,185,0.3514,0.2865,0.3622,0.2324,0.1189,FALSE,label_2
sample_0294,0,type_3,4,-17.927,201,0.4328,0.2687,0.2985,0.2587,0.1741,FALSE,label_0
sample_0295,0,type_3,9,-19.648,307,0.4463,0.3388,0.215,0.2378,0.2085,FALSE,label_3
sample_0296,0,type_0,16,-19.16,457,0.4333,0.2757,0.291,0.2035,0.2298,FALSE,label_2
sample_0297,0,type_2,5,-22.502,250,0.515,0.27,0.215,0.235,0.28,TRUE,label_2
sample_0298,0,type_3,2,-18.105,234,0.3718,0.406,0.2222,0.2179,0.1538,FALSE,label_0
sample_0299,1,type_0,6,-18.81,192,0.3854,0.3646,0.25,0.1458,0.2396,FALSE,label_5
sample_0300,1,type_4,2,-16.57,250,0.47,0.28,0.25,0.22,0.25,TRUE,label_1
sample_0301,1,type_4,25,-18.792,1334,0.3471,0.2624,0.3906,0.1754,0.1717,FALSE,label_1
sample_0302,1,type_0,3,-20.103,239,0.5063,0.2803,0.2134,0.2343,0.272,FALSE,label_2
sample_0303,0,type_3,15,-18.415,460,0.4848,0.2913,0.2239,0.2609,0.2239,FALSE,label_0
sample_0304,0,type_4,1,-21.33,250,0.47,0.31,0.22,0.31,0.16,TRUE,label_1
sample_0305,1,type_3,6,-18.278,306,0.4869,0.281,0.232,0.2778,0.2092,FALSE,label_5
sample_0306,1,type_0,5,-17.087,188,0.3191,0.2872,0.3936,0.1809,0.1383,FALSE,label_4
sample_0307,1,type_1,2,-20.256,157,0.4522,0.2166,0.3312,0.1529,0.2994,FALSE,label_1
sample_0308,1,type_0,3,-18.583,54,0.463,0.2593,0.2778,0.2222,0.2407,FALSE,label_2
sample_0309,0,type_0,6,-22.273,195,0.4359,0.2872,0.2769,0.2051,0.2308,FALSE,label_6
sample_0310,0,type_0,9,-18.327,331,0.4109,0.2931,0.2961,0.2568,0.1541,FALSE,label_0
sample_0311,0,type_0,1,-17.34,69,0.3913,0.4928,0.1159,0.0725,0.3188,FALSE,label_1
sample_0312,0,type_4,1,-17.02,250,0.46,0.355,0.185,0.28,0.18,TRUE,label_1
sample_0313,1,type_0,38,-18.956,1503,0.3939,0.3287,0.2774,0.1836,0.2102,FALSE,label_2
sample_0314,0,type_0,1,-15.11,222,0.4054,0.1847,0.4099,0.3874,0.018,FALSE,label_1
sample_0315,0,type_0,2,-16.09,128,0.4141,0.1719,0.4141,0.2656,0.1484,FALSE,label_0
sample_0316,1,type_0,6,-19.605,151,0.5033,0.2517,0.245,0.2318,0.2715,FALSE,label_0
sample_0317,1,type_3,22,-18.1,1120,0.4188,0.3705,0.2107,0.1982,0.2205,FALSE,label_5
sample_0318,1,type_0,4,-19.035,143,0.4266,0.2727,0.3007,0.1399,0.2867,FALSE,label_3
sample_0319,1,type_0,3,-20.067,259,0.4093,0.3127,0.278,0.1622,0.2471,FALSE,label_1
sample_0320,1,type_3,8,-21.404,303,0.4818,0.1782,0.3399,0.2376,0.2442,FALSE,label_0
sample_0321,0,type_0,23,-18.695,1160,0.3914,0.3284,0.2802,0.1836,0.2078,FALSE,label_4
sample_0322,0,type_3,22,-19.471,654,0.4832,0.263,0.2538,0.2798,0.2034,FALSE,label_1
sample_0323,0,type_2,13,-19.802,254,0.4843,0.2677,0.248,0.2638,0.2205,FALSE,label_4
sample_0324,0,type_3,43,-18.725,2030,0.3852,0.4325,0.1823,0.2251,0.1601,FALSE,label_0
sample_0325,1,type_1,4,-18.525,194,0.5103,0.2062,0.2835,0.1082,0.4021,FALSE,label_2
sample_0326,0,type_0,24,-20.419,801,0.437,0.2984,0.2647,0.2135,0.2235,FALSE,label_4
sample_0327,0,type_0,10,-20.157,75,0.5733,0.1333,0.2933,0.3467,0.2267,FALSE,label_3
sample_0328,0,type_0,12,-19.255,587,0.385,0.4497,0.1652,0.2879,0.0971,FALSE,label_1
sample_0329,1,type_0,6,-19.623,247,0.4696,0.3198,0.2105,0.2551,0.2146,FALSE,label_2
sample_0330,1,type_0,2,-18.4,50,0.44,0.2,0.36,0.22,0.22,FALSE,label_2
sample_0331,1,type_0,3,-17.77,250,0.525,0.21,0.265,0.255,0.27,TRUE,label_1
sample_0332,1,type_1,1,-17.96,62,0.4194,0.2903,0.2903,0.3387,0.0806,FALSE,label_1
sample_0333,1,type_0,59,-18.666,2542,0.3836,0.2836,0.3328,0.2132,0.1703,FALSE,label_1
sample_0334,0,type_0,29,-18.977,1149,0.4552,0.295,0.2498,0.2019,0.2533,FALSE,label_3
sample_0335,0,type_0,57,-18.33,2544,0.3605,0.3243,0.3153,0.1675,0.193,FALSE,label_0
sample_0336,1,type_0,2,-21.36,143,0.5035,0.1329,0.3636,0.2727,0.2308,FALSE,label_1
sample_0337,0,type_0,1,-15.46,156,0.3141,0.3654,0.3205,0.1154,0.1987,FALSE,label_2
sample_0338,0,type_3,1,-24.54,250,0.43,0.38,0.19,0.255,0.175,TRUE,label_1
sample_0339,1,type_3,18,-24.102,247,0.4656,0.2915,0.2429,0.3198,0.1457,FALSE,label_2
sample_0340,1,type_0,20,-17.894,992,0.3831,0.3236,0.2933,0.1724,0.2107,FALSE,label_6
sample_0341,1,type_0,15,-18.114,472,0.4131,0.2648,0.322,0.3686,0.0445,FALSE,label_3
sample_0342,1,type_3,10,-19.07,616,0.4789,0.3409,0.1802,0.2435,0.2354,FALSE,label_1
sample_0343,0,type_0,4,-17.615,215,0.2837,0.414,0.3023,0.0884,0.1953,FALSE,label_0
sample_0344,0,type_1,1,-16.02,122,0.2705,0.4098,0.3197,0.1148,0.1557,FALSE,label_1
sample_0345,1,type_0,4,-23.005,254,0.5748,0.1654,0.2598,0.3898,0.185,FALSE,label_2
sample_0346,1,type_0,1,-18.96,250,0.385,0.325,0.29,0.16,0.225,TRUE,label_1
sample_0347,1,type_0,65,-18.865,1812,0.4465,0.2688,0.2848,0.2158,0.2307,FALSE,label_1
sample_0348,1,type_3,13,-20.152,315,0.5175,0.2349,0.2476,0.2984,0.219,FALSE,label_0
sample_0349,0,type_3,18,-19.068,487,0.4825,0.2608,0.2567,0.193,0.2895,FALSE,label_1
sample_0350,0,type_3,7,-20.693,180,0.4944,0.3556,0.15,0.3,0.1944,FALSE,label_1
sample_0351,1,type_3,23,-18.79,927,0.4779,0.2956,0.2265,0.2557,0.2222,FALSE,label_1
sample_0352,0,type_0,1,-16.38,169,0.426,0.2899,0.284,0.213,0.213,FALSE,label_4
sample_0353,0,type_3,16,-20.084,199,0.5226,0.2462,0.2312,0.2764,0.2462,FALSE,label_1
sample_0354,1,type_0,5,-23.48,250,0.575,0.23,0.195,0.3,0.275,TRUE,label_5
sample_0355,1,type_0,28,-19.113,857,0.4667,0.2205,0.3127,0.3419,0.1249,FALSE,label_3
sample_0356,1,type_3,5,-19.58,261,0.5479,0.2567,0.1954,0.3218,0.2261,FALSE,label_2
sample_0357,1,type_3,37,-19.525,973,0.4851,0.2086,0.3063,0.2395,0.2456,FALSE,label_1
sample_0358,0,type_3,16,-18.475,636,0.4088,0.3239,0.2673,0.2201,0.1887,FALSE,label_1
sample_0359,0,type_0,27,-18.033,1166,0.3328,0.3739,0.2933,0.1569,0.1758,FALSE,label_2
sample_0360,0,type_0,5,-18.566,93,0.6237,0.1828,0.1935,0.2473,0.3763,FALSE,label_4
sample_0361,0,type_0,23,-18.288,1007,0.3575,0.3327,0.3098,0.1678,0.1897,FALSE,label_3
sample_0362,0,type_3,6,-17.813,177,0.5311,0.322,0.1469,0.2542,0.2768,FALSE,label_1
sample_0363,0,type_0,5,-17.694,166,0.4819,0.2048,0.3133,0.1988,0.2831,FALSE,label_2
sample_0364,0,type_0,2,-18.93,250,0.505,0.235,0.26,0.275,0.23,TRUE,label_6
sample_0365,1,type_3,9,-17.23,308,0.3442,0.3182,0.3377,0.1818,0.1623,FALSE,label_3
sample_0366,0,type_3,14,-17.669,225,0.48,0.2667,0.2533,0.3244,0.1556,FALSE,label_4
sample_0367,1,type_0,16,-19.807,1432,0.4218,0.2318,0.3464,0.236,0.1858,FALSE,label_3
sample_0368,1,type_0,2,-15.29,250,0.445,0.23,0.325,0.165,0.28,TRUE,label_6
sample_0369,1,type_3,8,-19.352,245,0.3959,0.2612,0.3429,0.2327,0.1633,FALSE,label_0
sample_0370,0,type_0,18,-20.059,651,0.4025,0.2995,0.298,0.1582,0.2442,FALSE,label_0
sample_0371,1,type_0,4,-21.218,244,0.3975,0.2295,0.373,0.1885,0.209,FALSE,label_3
sample_0372,0,type_0,15,-19.835,207,0.4251,0.372,0.2029,0.2609,0.1643,FALSE,label_3
sample_0373,1,type_3,7,-19.459,214,0.4393,0.3224,0.2383,0.2243,0.215,FALSE,label_1
sample_0374,1,type_3,65,-20.511,1781,0.539,0.2409,0.2201,0.2852,0.2538,FALSE,label_1
sample_0375,1,type_0,3,-17.827,250,0.48,0.28,0.24,0.21,0.27,TRUE,label_1
sample_0376,1,type_3,12,-17.869,311,0.4984,0.3248,0.1768,0.2444,0.254,FALSE,label_1
sample_0377,0,type_3,6,-20.401,314,0.4427,0.4809,0.0764,0.3535,0.0892,FALSE,label_5
sample_0378,0,type_0,23,-17.969,592,0.4324,0.348,0.2196,0.2365,0.1959,FALSE,label_1
sample_0379,0,type_0,23,-19.431,1391,0.3408,0.3379,0.3214,0.1646,0.1761,FALSE,label_2
sample_0380,0,type_3,27,-18.697,530,0.4792,0.2623,0.2585,0.2774,0.2019,FALSE,label_0
sample_0381,0,type_3,6,-19.73,133,0.5113,0.2932,0.1955,0.2331,0.2782,FALSE,label_1
sample_0382,0,type_3,5,-18.17,207,0.4058,0.2899,0.3043,0.1884,0.2174,FALSE,label_2
sample_0383,0,type_0,12,-19.997,343,0.4169,0.2682,0.3149,0.2187,0.1983,FALSE,label_2
sample_0384,1,type_0,45,-18.634,1595,0.4,0.2984,0.3016,0.1925,0.2075,FALSE,label_2
sample_0385,0,type_0,8,-19.504,283,0.477,0.2438,0.2792,0.2403,0.2367,FALSE,label_0
sample_0386,1,type_3,32,-19.189,722,0.4972,0.2978,0.205,0.2507,0.2465,FALSE,label_1
sample_0387,1,type_2,14,-19.525,1192,0.4262,0.3716,0.2022,0.1971,0.229,FALSE,label_5
sample_0388,1,type_3,25,-18.918,596,0.5101,0.2768,0.2131,0.2265,0.2836,FALSE,label_1
sample_0389,1,type_3,2,-18.295,194,0.3711,0.2629,0.366,0.1959,0.1753,FALSE,label_4
sample_0390,0,type_3,3,-17.414,79,0.3797,0.2658,0.3544,0.2911,0.0886,FALSE,label_1
sample_0391,1,type_3,19,-18.225,473,0.518,0.2791,0.203,0.2833,0.2347,FALSE,label_1
sample_0392,1,type_0,32,-18.349,1596,0.3446,0.3365,0.3189,0.1717,0.1729,FALSE,label_2
sample_0393,1,type_0,2,-18.087,69,0.4493,0.4493,0.1014,0.029,0.4203,FALSE,label_1
sample_0394,1,type_3,6,-21.228,300,0.6133,0.24,0.1467,0.3533,0.26,FALSE,label_6
sample_0395,0,type_3,15,-18.314,649,0.3975,0.1911,0.4114,0.3066,0.0909,FALSE,label_0
sample_0396,1,type_3,7,-16.606,234,0.3419,0.3462,0.312,0.1752,0.1667,FALSE,label_4
sample_0397,1,type_3,12,-19.276,295,0.4983,0.2847,0.2169,0.2881,0.2102,FALSE,label_1
sample_0398,0,type_0,31,-20.508,264,0.5152,0.2386,0.2462,0.3977,0.1174,FALSE,label_6
sample_0399,1,type_0,2,-22.82,250,0.47,0.11,0.42,0.19,0.28,TRUE,label_3
sample_0400,0,type_0,15,-19.437,431,0.5104,0.2367,0.2529,0.2135,0.297,FALSE,label_5
sample_0401,1,type_3,47,-19.91,1002,0.493,0.2615,0.2455,0.2445,0.2485,FALSE,label_1
sample_0402,1,type_0,1,-18.27,81,0.4444,0.1235,0.4321,0.1605,0.284,FALSE,label_2
sample_0403,0,type_0,2,-29.695,250,0.46,0.265,0.275,0.225,0.235,TRUE,label_4
sample_0404,1,type_3,3,-18.75,167,0.2335,0.2994,0.4671,0.1257,0.1078,FALSE,label_4
sample_0405,0,type_0,5,-20.951,160,0.5062,0.2,0.2938,0.225,0.2812,FALSE,label_2
sample_0406,0,type_0,5,-18.225,451,0.2661,0.2461,0.4878,0.1973,0.0687,FALSE,label_3
sample_0407,0,type_0,37,-18.213,1145,0.3825,0.3048,0.3127,0.1624,0.2201,FALSE,label_2
sample_0408,0,type_0,17,-16.933,174,0.3506,0.3276,0.3218,0.1667,0.1839,FALSE,label_6
sample_0409,0,type_4,3,-17.68,250,0.485,0.285,0.23,0.27,0.215,TRUE,label_1
sample_0410,0,type_3,7,-17.359,225,0.4756,0.3867,0.1378,0.2044,0.2711,FALSE,label_1
sample_0411,1,type_0,42,-19.157,1874,0.3565,0.3709,0.2727,0.1782,0.1782,FALSE,label_3
sample_0412,1,type_0,22,-18.126,793,0.343,0.3392,0.3178,0.1639,0.1791,FALSE,label_0
sample_0413,1,type_2,4,-18.048,250,0.435,0.3,0.265,0.225,0.21,TRUE,label_2
sample_0414,1,type_0,1,-21.44,250,0.53,0.225,0.245,0.32,0.21,TRUE,label_0
sample_0415,0,type_0,36,-17.966,1295,0.41,0.2039,0.3861,0.2162,0.1938,FALSE,label_5
sample_0416,1,type_0,2,-18.685,101,0.4257,0.3465,0.2277,0.1881,0.2376,FALSE,label_2
sample_0417,0,type_3,27,-18.17,501,0.513,0.3054,0.1816,0.2874,0.2255,FALSE,label_3
sample_0418,0,type_0,9,-19.248,251,0.4422,0.2869,0.2709,0.2351,0.2072,FALSE,label_1
sample_0419,1,type_0,13,-20.698,408,0.3088,0.3603,0.3309,0.1789,0.1299,FALSE,label_1
sample_0420,0,type_3,5,-20.529,72,0.5972,0.1667,0.2361,0.3056,0.2917,FALSE,label_3
sample_0421,1,type_3,8,-17.324,217,0.4931,0.2719,0.235,0.2627,0.2304,FALSE,label_1
sample_0422,0,type_0,3,-19.457,193,0.4301,0.2591,0.3109,0.1865,0.2435,FALSE,label_2
sample_0423,1,type_3,20,-20.919,573,0.4712,0.2705,0.2583,0.274,0.1972,FALSE,label_1
sample_0424,1,type_0,5,-20.94,152,0.5066,0.3553,0.1382,0.3224,0.1842,FALSE,label_4
sample_0425,0,type_0,15,-18.343,363,0.3829,0.2948,0.3223,0.146,0.2369,FALSE,label_0
sample_0426,0,type_0,4,-19.825,236,0.4576,0.3602,0.1822,0.1907,0.2669,FALSE,label_6
sample_0427,0,type_0,48,-17.896,2712,0.3142,0.3116,0.3743,0.1501,0.1641,FALSE,label_0
sample_0428,1,type_3,27,-17.61,915,0.4044,0.3388,0.2568,0.2262,0.1781,FALSE,label_2
sample_0429,0,type_0,2,-16.625,196,0.301,0.1888,0.5102,0.2806,0.0204,FALSE,label_2
sample_0430,0,type_0,4,-21.113,217,0.3272,0.3088,0.3641,0.1982,0.129,FALSE,label_6
sample_0431,0,type_0,32,-18.396,1548,0.3443,0.3211,0.3346,0.1609,0.1835,FALSE,label_0
sample_0432,1,type_0,6,-20.607,152,0.5592,0.2697,0.1711,0.2632,0.2961,FALSE,label_4
sample_0433,0,type_0,31,-19.322,595,0.4706,0.2387,0.2908,0.2605,0.2101,FALSE,label_0
sample_0434,0,type_0,38,-19.209,1827,0.3339,0.3421,0.324,0.168,0.1658,FALSE,label_2
sample_0435,1,type_4,24,-18.976,534,0.5393,0.2566,0.2041,0.2996,0.2397,FALSE,label_1
sample_0436,1,type_0,3,-17.647,87,0.3793,0.2644,0.3563,0.2184,0.1609,FALSE,label_2
sample_0437,0,type_0,5,-20.679,229,0.5328,0.2271,0.2402,0.3057,0.2271,FALSE,label_3
sample_0438,0,type_0,38,-18.475,1444,0.3837,0.3102,0.3061,0.1946,0.1891,FALSE,label_0
sample_0439,0,type_0,2,-16.875,68,0.3382,0.1324,0.5294,0.3088,0.0294,FALSE,label_2
sample_0440,1,type_0,2,-24.36,250,0.545,0.255,0.2,0.335,0.21,TRUE,label_0
sample_0441,1,type_0,14,-23.633,216,0.4722,0.1806,0.3472,0.2176,0.2546,FALSE,label_3
sample_0442,0,type_0,42,-18.574,1066,0.5028,0.2655,0.2317,0.2364,0.2664,FALSE,label_5
sample_0443,1,type_0,52,-18.784,1663,0.4293,0.2622,0.3085,0.2165,0.2129,FALSE,label_0
sample_0444,0,type_3,8,-21.819,287,0.4843,0.3136,0.2021,0.2369,0.2474,FALSE,label_1
sample_0445,1,type_3,16,-18.596,243,0.3868,0.3374,0.2757,0.2058,0.1811,FALSE,label_2
sample_0446,1,type_0,9,-19.305,279,0.3907,0.3154,0.2939,0.1971,0.1935,FALSE,label_3
sample_0447,0,type_0,6,-18.411,156,0.3974,0.3397,0.2628,0.2244,0.1731,FALSE,label_0
sample_0448,0,type_0,4,-20.075,250,0.435,0.23,0.335,0.19,0.245,TRUE,label_5
sample_0449,0,type_0,9,-19.1,336,0.5298,0.2351,0.2351,0.2679,0.2619,FALSE,label_2
sample_0450,1,type_3,18,-19.892,517,0.4874,0.3462,0.1663,0.2205,0.2669,FALSE,label_1
sample_0451,0,type_0,1,-15.19,250,0.52,0.165,0.315,0.235,0.285,TRUE,label_5
sample_0452,1,type_0,3,-15.99,180,0.35,0.4,0.25,0.2389,0.1111,FALSE,label_3
sample_0453,1,type_0,29,-18.843,1202,0.4276,0.3245,0.2479,0.1789,0.2488,FALSE,label_3
sample_0454,0,type_0,5,-18.478,184,0.413,0.2772,0.3098,0.2337,0.1793,FALSE,label_4
sample_0455,0,type_3,12,-17.913,440,0.3909,0.4591,0.15,0.2682,0.1227,FALSE,label_3
sample_0456,0,type_3,5,-20.654,141,0.5106,0.2411,0.2482,0.2766,0.234,FALSE,label_4
sample_0457,1,type_3,17,-20.876,255,0.5294,0.2431,0.2275,0.3059,0.2235,FALSE,label_1
sample_0458,1,type_1,80,-18.417,2057,0.4171,0.2985,0.2844,0.2032,0.2139,FALSE,label_2
sample_0459,1,type_0,14,-18.874,382,0.4215,0.2539,0.3246,0.2225,0.199,FALSE,label_5
sample_0460,1,type_3,27,-20.664,562,0.5427,0.2313,0.226,0.2331,0.3096,FALSE,label_5
sample_0461,1,type_0,74,-17.931,2848,0.4154,0.2749,0.3097,0.2096,0.2058,FALSE,label_2
sample_0462,1,type_0,51,-18.92,1988,0.3466,0.3114,0.3421,0.172,0.1745,FALSE,label_5
sample_0463,0,type_0,39,-22.69,750,0.6707,0.148,0.1813,0.3547,0.316,FALSE,label_5
sample_0464,1,type_3,20,-19.74,602,0.5216,0.2558,0.2226,0.2475,0.2741,FALSE,label_1
sample_0465,1,type_1,12,-17.07,641,0.2855,0.3713,0.3432,0.1404,0.1451,FALSE,label_1
sample_0466,1,type_0,12,-19.323,202,0.505,0.1584,0.3366,0.3762,0.1287,FALSE,label_3
sample_0467,0,type_0,1,-16.31,250,0.515,0.225,0.26,0.225,0.29,TRUE,label_0
sample_0468,1,type_3,10,-18.851,421,0.5083,0.2779,0.2138,0.2518,0.2565,FALSE,label_1
sample_0469,0,type_3,46,-19.096,1352,0.4985,0.2308,0.2707,0.2249,0.2737,FALSE,label_1
sample_0470,0,type_3,25,-19.069,922,0.4859,0.3232,0.1909,0.2419,0.244,FALSE,label_1
sample_0471,1,type_0,11,-20.333,434,0.3894,0.2581,0.3525,0.2304,0.159,FALSE,label_0
sample_0472,0,type_3,10,-18.489,316,0.462,0.2975,0.2405,0.2816,0.1804,FALSE,label_1
sample_0473,1,type_0,54,-18.243,1969,0.3601,0.3352,0.3047,0.1712,0.1889,FALSE,label_2
sample_0474,1,type_0,6,-22.18,180,0.5,0.1444,0.3556,0.2833,0.2167,FALSE,label_2
sample_0475,0,type_3,7,-19.038,229,0.4672,0.2926,0.2402,0.2227,0.2445,FALSE,label_1
sample_0476,1,type_1,6,-17.908,235,0.4085,0.2894,0.3021,0.2213,0.1872,FALSE,label_2
sample_0477,1,type_0,1,-18.75,250,0.37,0.31,0.32,0.16,0.21,TRUE,label_2
sample_0478,0,type_0,1,-22.1,250,0.6,0.18,0.22,0.28,0.32,TRUE,label_5
sample_0479,0,type_0,2,-16.19,296,0.3243,0.4223,0.2534,0.3007,0.0236,FALSE,label_1
sample_0480,1,type_3,25,-19.488,548,0.4836,0.2774,0.2391,0.2482,0.2354,FALSE,label_1
sample_0481,1,type_0,73,-18.506,2922,0.4367,0.2741,0.2892,0.2026,0.2341,FALSE,label_2
sample_0482,1,type_0,8,-19.001,242,0.4256,0.3512,0.2231,0.2066,0.219,FALSE,label_2
sample_0483,0,type_0,5,-19.056,250,0.43,0.3,0.27,0.2,0.23,TRUE,label_4
sample_0484,0,type_0,22,-18.874,226,0.4027,0.3363,0.2611,0.1903,0.2124,FALSE,label_0
sample_0485,1,type_2,4,-19.558,250,0.315,0.32,0.365,0.155,0.16,TRUE,label_5
sample_0486,1,type_0,11,-18.893,222,0.5225,0.1892,0.2883,0.2117,0.3108,FALSE,label_0
sample_0487,1,type_0,2,-16.15,250,0.415,0.26,0.325,0.195,0.22,TRUE,label_2
sample_0488,0,type_3,5,-19.496,420,0.5024,0.2833,0.2143,0.2738,0.2286,FALSE,label_1
sample_0489,0,type_0,38,-19.236,1297,0.4318,0.286,0.2822,0.2575,0.1742,FALSE,label_3
sample_0490,1,type_0,9,-19.148,141,0.4255,0.1915,0.383,0.3262,0.0993,FALSE,label_2
sample_0491,0,type_3,7,-18.533,226,0.4336,0.2876,0.2788,0.2743,0.1593,FALSE,label_1
sample_0492,0,type_0,3,-19.09,232,0.4784,0.2543,0.2672,0.2198,0.2586,FALSE,label_0
sample_0493,0,type_0,30,-18.819,896,0.394,0.3259,0.2801,0.1998,0.1942,FALSE,label_0
sample_0494,0,type_3,16,-19.997,520,0.5231,0.2654,0.2115,0.2904,0.2327,FALSE,label_1
sample_0495,1,type_0,8,-20.335,250,0.485,0.285,0.23,0.255,0.23,TRUE,label_2
sample_0496,1,type_0,1,-18.71,250,0.585,0.225,0.19,0.405,0.18,TRUE,label_0
sample_0497,0,type_3,8,-19.663,242,0.4835,0.2479,0.2686,0.2769,0.2066,FALSE,label_1
sample_0498,1,type_3,5,-19.222,241,0.2988,0.2946,0.4066,0.1784,0.1203,FALSE,label_0
sample_0499,1,type_0,24,-18.508,754,0.3926,0.305,0.3024,0.1936,0.1989,FALSE,label_2
sample_0500,1,type_0,18,-19.109,961,0.5005,0.2768,0.2227,0.1894,0.3111,FALSE,label_4
sample_0501,0,type_0,48,-18.352,1842,0.4425,0.2546,0.3029,0.2123,0.2302,FALSE,label_0
sample_0502,1,type_0,10,-18.973,324,0.4599,0.2716,0.2685,0.2099,0.25,FALSE,label_6
sample_0503,0,type_0,36,-18.177,1177,0.4265,0.2056,0.3679,0.2243,0.2022,FALSE,label_5
sample_0504,0,type_0,1,-16.75,250,0.445,0.215,0.34,0.165,0.28,TRUE,label_0
sample_0505,1,type_1,1,-15.11,32,0.4375,0.375,0.1875,0.25,0.1875,FALSE,label_1
sample_0506,1,type_0,3,-17.197,79,0.3924,0.3797,0.2278,0.0633,0.3291,FALSE,label_1
sample_0507,1,type_0,4,-21.574,167,0.503,0.2275,0.2695,0.2036,0.2994,FALSE,label_4
sample_0508,0,type_3,18,-22.375,418,0.5502,0.2632,0.1866,0.2464,0.3038,FALSE,label_1
sample_0509,0,type_0,12,-18.662,250,0.51,0.2,0.29,0.255,0.255,TRUE,label_5
sample_0510,0,type_4,4,-22.71,250,0.44,0.245,0.315,0.21,0.23,TRUE,label_0
sample_0511,1,type_1,2,-17.315,228,0.3421,0.2719,0.386,0.1754,0.1667,FALSE,label_1
sample_0512,1,type_0,69,-18.86,2785,0.3583,0.3404,0.3013,0.1616,0.1968,FALSE,label_3
sample_0513,0,type_0,4,-18.458,208,0.5144,0.1635,0.3221,0.1827,0.3317,FALSE,label_2
